Arquivo,Tipo,Tamanho,Execucao_1,Execucao_2,Execucao_3,Execucao_4,Execucao_5,Execucao_6,Execucao_7,Execucao_8,Execucao_9,Execucao_10,Execucao_11,Execucao_12,Execucao_13,Execucao_14,Execucao_15,Execucao_16,Execucao_17,Execucao_18,Execucao_19,Execucao_20,Execucao_21,Execucao_22,Execucao_23,Execucao_24,Execucao_25,Execucao_26,Execucao_27,Execucao_28,Execucao_29,Execucao_30
entrada_aleatoria_10000.txt,aleatoria,10000,0.014386415481567383,0.013406038284301758,0.01398777961730957,0.01497650146484375,0.015040874481201172,0.013715505599975586,0.013760566711425781,0.013063430786132812,0.014630794525146484,0.012893915176391602,0.013110637664794922,0.01488804817199707,0.018003463745117188,0.013487815856933594,0.013911008834838867,0.013607501983642578,0.01351785659790039,0.012190580368041992,0.013619184494018555,0.01401662826538086,0.012789487838745117,0.013895273208618164,0.013996124267578125,0.015196084976196289,0.014113187789916992,0.01495814323425293,0.014589786529541016,0.013619422912597656,0.014662027359008789,0.01299905776977539
entrada_aleatoria_50000.txt,aleatoria,50000,0.08773660659790039,0.07913708686828613,0.08378958702087402,0.07683205604553223,0.0772395133972168,0.08331418037414551,0.07863545417785645,0.07886767387390137,0.0795755386352539,0.07699322700500488,0.08498740196228027,0.08407306671142578,0.08307266235351562,0.08602118492126465,0.09386873245239258,0.08263611793518066,0.0825655460357666,0.07852721214294434,0.07542181015014648,0.08110570907592773,0.07630109786987305,0.07683157920837402,0.0786290168762207,0.0784749984741211,0.07999300956726074,0.07708525657653809,0.07616424560546875,0.0824887752532959,0.07630038261413574,0.08238935470581055
entrada_aleatoria_100000.txt,aleatoria,100000,0.18134284019470215,0.17599773406982422,0.17142391204833984,0.16776275634765625,0.17205429077148438,0.17493343353271484,0.17204070091247559,0.1777176856994629,0.20563697814941406,0.17069125175476074,0.17639803886413574,0.17634105682373047,0.17382097244262695,0.17640256881713867,0.17366719245910645,0.17862606048583984,0.17589259147644043,0.18536019325256348,0.1783132553100586,0.17531156539916992,0.1742997169494629,0.18292021751403809,0.17569780349731445,0.18521332740783691,0.27634501457214355,0.18246698379516602,0.17170095443725586,0.16927576065063477,0.17725133895874023,0.18128538131713867
entrada_ordenada_crescente_10000.txt,ordenada_crescente,10000,0.012573957443237305,0.014419078826904297,0.012928485870361328,0.01414179801940918,0.012568950653076172,0.012034416198730469,0.012099981307983398,0.010628223419189453,0.011068344116210938,0.01098322868347168,0.00990748405456543,0.011084794998168945,0.011957406997680664,0.011045455932617188,0.01121377944946289,0.012626171112060547,0.011416435241699219,0.010992288589477539,0.010042428970336914,0.01121830940246582,0.011094093322753906,0.010741233825683594,0.011331319808959961,0.012424468994140625,0.01233530044555664,0.011543750762939453,0.011008262634277344,0.011150598526000977,0.010286569595336914,0.012080192565917969
entrada_ordenada_crescente_50000.txt,ordenada_crescente,50000,0.0724027156829834,0.06450223922729492,0.06719183921813965,0.06306886672973633,0.06428766250610352,0.0619046688079834,0.06551909446716309,0.065765380859375,0.061554908752441406,0.06581640243530273,0.06393933296203613,0.06288027763366699,0.09389328956604004,0.06861090660095215,0.06467723846435547,0.06212615966796875,0.06317400932312012,0.0668344497680664,0.0653989315032959,0.06379938125610352,0.06372928619384766,0.06564617156982422,0.06360435485839844,0.06368350982666016,0.06395888328552246,0.06656551361083984,0.06880784034729004,0.06574273109436035,0.06547951698303223,0.06216025352478027
entrada_ordenada_crescente_100000.txt,ordenada_crescente,100000,0.1416761875152588,0.1355729103088379,0.1376044750213623,0.13558387756347656,0.13591885566711426,0.1398143768310547,0.14153814315795898,0.13812971115112305,0.1387166976928711,0.1380629539489746,0.13730216026306152,0.1363363265991211,0.13903594017028809,0.14223265647888184,0.13374686241149902,0.13646268844604492,0.13753914833068848,0.13539385795593262,0.14409303665161133,0.1430361270904541,0.14303183555603027,0.13838458061218262,0.13654613494873047,0.13821101188659668,0.13726425170898438,0.13482213020324707,0.1372814178466797,0.13562369346618652,0.14073967933654785,0.1433415412902832
entrada_ordenada_decrescente_10000.txt,ordenada_decrescente,10000,0.013000011444091797,0.012099266052246094,0.01090240478515625,0.011959314346313477,0.012738227844238281,0.012002944946289062,0.012106657028198242,0.012010812759399414,0.011975765228271484,0.01312255859375,0.011438846588134766,0.011936664581298828,0.012012720108032227,0.011885881423950195,0.012230634689331055,0.010879993438720703,0.011150360107421875,0.010704278945922852,0.012269258499145508,0.010106563568115234,0.010995626449584961,0.01117849349975586,0.011208057403564453,0.011552095413208008,0.0104827880859375,0.010999917984008789,0.010999202728271484,0.011000871658325195,0.012015104293823242,0.010984182357788086
entrada_ordenada_decrescente_50000.txt,ordenada_decrescente,50000,0.07152032852172852,0.06401538848876953,0.06831645965576172,0.06859183311462402,0.0683281421661377,0.06849241256713867,0.06666755676269531,0.06902241706848145,0.06791949272155762,0.06945085525512695,0.0695486068725586,0.0696723461151123,0.07219552993774414,0.07281494140625,0.07021021842956543,0.06985712051391602,0.06852936744689941,0.07003545761108398,0.06863737106323242,0.06940388679504395,0.06754040718078613,0.06694340705871582,0.0697181224822998,0.07175517082214355,0.06762814521789551,0.06977272033691406,0.06934547424316406,0.07249307632446289,0.06723546981811523,0.06453490257263184
entrada_ordenada_decrescente_100000.txt,ordenada_decrescente,100000,0.13897991180419922,0.14429640769958496,0.14528822898864746,0.1444084644317627,0.14226794242858887,0.14352107048034668,0.14620041847229004,0.14390873908996582,0.14313769340515137,0.1420283317565918,0.1456165313720703,0.1436755657196045,0.14613866806030273,0.14603209495544434,0.14896869659423828,0.1443498134613037,0.14543795585632324,0.14333295822143555,0.14802289009094238,0.14487624168395996,0.14531397819519043,0.14367079734802246,0.14817595481872559,0.1443800926208496,0.1430063247680664,0.14797377586364746,0.15120744705200195,0.1459650993347168,0.15506291389465332,0.14666342735290527
entrada_quase_ordenada_10000.txt,quase_ordenada,10000,0.013166666030883789,0.015987396240234375,0.015006303787231445,0.01492452621459961,0.015002965927124023,0.013999462127685547,0.014016866683959961,0.013999462127685547,0.012985944747924805,0.013051033020019531,0.013913869857788086,0.013730287551879883,0.01362466812133789,0.012059211730957031,0.012006759643554688,0.01248931884765625,0.01298069953918457,0.012538671493530273,0.014007568359375,0.014208793640136719,0.013803482055664062,0.012380361557006836,0.012150287628173828,0.012916088104248047,0.01256561279296875,0.012402772903442383,0.012085676193237305,0.013037443161010742,0.013895273208618164,0.01334691047668457
entrada_quase_ordenada_50000.txt,quase_ordenada,50000,0.07810163497924805,0.07268762588500977,0.0729823112487793,0.0747368335723877,0.07673501968383789,0.07379746437072754,0.07280349731445312,0.07896876335144043,0.07335948944091797,0.07372355461120605,0.07634878158569336,0.07703828811645508,0.0738680362701416,0.07796120643615723,0.07915878295898438,0.07496261596679688,0.0785377025604248,0.08141326904296875,0.07630157470703125,0.08279681205749512,0.07546663284301758,0.07835960388183594,0.07323789596557617,0.07482123374938965,0.07301902770996094,0.07710933685302734,0.07398319244384766,0.07851338386535645,0.07339310646057129,0.07399582862854004
entrada_quase_ordenada_100000.txt,quase_ordenada,100000,0.16137099266052246,0.15721702575683594,0.1591179370880127,0.15636920928955078,0.16560697555541992,0.16376852989196777,0.16038775444030762,0.1584033966064453,0.1639690399169922,0.15685391426086426,0.1590125560760498,0.1597275733947754,0.15726733207702637,0.15799450874328613,0.1566634178161621,0.15959954261779785,0.1573781967163086,0.1582469940185547,0.15886449813842773,0.15453386306762695,0.15658235549926758,0.16385388374328613,0.16639447212219238,0.15635323524475098,0.1586008071899414,0.1616954803466797,0.16755175590515137,0.15529537200927734,0.1597437858581543,0.1572887897491455
entrada_com_duplicatas_10000.txt,com_duplicatas,10000,0.014899730682373047,0.016002416610717773,0.01486349105834961,0.014206647872924805,0.013553857803344727,0.014899015426635742,0.01309967041015625,0.012920141220092773,0.016256332397460938,0.013379812240600586,0.013207674026489258,0.014482259750366211,0.014017343521118164,0.014524221420288086,0.013700485229492188,0.01373600959777832,0.013994455337524414,0.013950586318969727,0.014119863510131836,0.013740777969360352,0.014892816543579102,0.014264106750488281,0.013760805130004883,0.013102054595947266,0.01370549201965332,0.013157844543457031,0.013959884643554688,0.013722896575927734,0.012997627258300781,0.01546335220336914
entrada_com_duplicatas_50000.txt,com_duplicatas,50000,0.0865335464477539,0.07935547828674316,0.08010578155517578,0.08172369003295898,0.08115267753601074,0.08206033706665039,0.08173918724060059,0.08041644096374512,0.08077335357666016,0.0794670581817627,0.08072304725646973,0.08265066146850586,0.07912683486938477,0.08031225204467773,0.08292198181152344,0.08130717277526855,0.08187031745910645,0.07987666130065918,0.08035826683044434,0.07947683334350586,0.08026623725891113,0.08101654052734375,0.08069658279418945,0.08285880088806152,0.0840756893157959,0.08401870727539062,0.08200478553771973,0.08719205856323242,0.07975912094116211,0.08098602294921875
entrada_com_duplicatas_100000.txt,com_duplicatas,100000,0.18937134742736816,0.1901874542236328,0.19424724578857422,0.19344663619995117,0.18637681007385254,0.1874983310699463,0.19274663925170898,0.1779801845550537,0.18087506294250488,0.17874693870544434,0.17407536506652832,0.17831039428710938,0.18558311462402344,0.17780470848083496,0.17741608619689941,0.17505788803100586,0.17187786102294922,0.17418956756591797,0.1817646026611328,0.1787889003753662,0.18741655349731445,0.17617130279541016,0.17498040199279785,0.17507696151733398,0.17383933067321777,0.1789853572845459,0.17581510543823242,0.17313742637634277,0.17757916450500488,0.17354631423950195
